21500,1,0.2124,-1.0
8906,17200,0,0
-1.0,-1.0,-1.0,0
0.0,-1.0,-1.0,-1.0
0,0.0,-1.0,-1.0
0.0,0,0,0.0
10500,32900,1,0.0178
-1.0,-1.0,0.0,0
0.0,0.0,-1.0,-1.0
0,0,-1.0,-1.0
-1.0,0,0.0,-1.0
8250,20600,0,0
-1.0,7000,20300,0
0,-1.0,-1.0,38800
0,0,-1.0,-1.0
21400,0,0,-1.0
-1.0,-1.0,0,0.0
